picture_1,picture_2,picture_3,picture_4,start_imagine,imagine_text_index_1_2,imagine_text_index_3_4,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,thisRow.t,notes,start.started,start.stopped,introduction.started,introduction_text.started,introduction_text.stopped,introduction.stopped,prepare.started,task_begin.started,task_begin.stopped,prepare.stopped,view.started,image.started,image.stopped,view.stopped,break_3s.started,fixation.started,fixation.stopped,break_3s.stopped,recall.started,recall_text.started,recall_text.stopped,recall.stopped,imagine.started,imagine.stopped,imagine_condition.started,imagine_condition.stopped,break_5s.started,break_5s.stopped,imagine_txt.started,instruction.started,imagine_txt.stopped,instruction.stopped,imagine_task.started,imagine_task.stopped,fixation_2.started,fixation_2.stopped,end.started,end_text.started,end_text.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
dog8.jpg,dog10.jpg,sunflower8.jpg,sunflower5.jpg,1,1,4,0,7,7,7,226.91194295801688,,,,,,,,,,,,226.90295308304485,226.91194295801688,236.90796954196412,236.90257670800202,249.89037970802747,249.90199416701216,252.90216308296658,252.88614349998534,239.9025144170737,239.90678329207003,249.90199416701216,249.8903594170697,252.88616691704374,260.8859857079806,260.8860033330275,270.87424266699236,270.8742657500552,275.8743567500496,252.90216308296658,252.90216308296658,260.8896625000052,260.8896625000052,260.8896625000052,270.8857440419961,270.89034329203423,275.8855354579864,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
dog9.jpg,dog8.jpg,sunflower9.jpg,sunflower2.jpg,0,None,None,0,8,8,8,275.8855354579864,,,,,,,,,,,,275.8747763329884,275.88918570801616,285.8862312079873,285.87363487505354,298.8751315419795,298.89123887498863,301.8859215830453,301.8750676669879,288.8747509580571,288.8908116250532,298.8864851669641,298.8751069579739,301.8750873330282,301.87514912500046,301.8751651250059,301.8751912500011,301.8752028750023,301.8752272920683,,,,,,,,,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
dog10.jpg,dog6.jpg,sunflower10.jpg,sunflower9.jpg,0,None,None,0,9,9,9,301.8859215830453,,,,,,,,,,,,301.87556241697166,301.8859215830453,311.8771889170166,311.8715075000655,324.8589638749836,324.87024908303283,327.8646648330614,327.854514167062,314.87104670796543,314.8758858330548,324.87024908303283,324.85894679196645,327.8545401250012,327.85461491707247,327.8546338750748,327.854664708022,327.8546787080122,327.8547192920232,,,,,,,,,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
dog11.jpg,dog1.jpg,sunflower11.jpg,sunflower1.jpg,0,None,None,0,10,10,10,327.8646648330614,,,,,,,,,,,,327.8551272080513,327.8646648330614,337.8604596670484,337.8551223750692,350.842950708,350.85424245800823,353.84997341700364,353.8385182500351,340.8548639169894,340.8592864170205,350.85424245800823,350.8429310420761,353.83856237505097,353.8386301670689,353.8386482920032,353.8386899579782,353.83870458300225,353.838732458069,,,,,,,,,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
dog12.jpg,dog4.jpg,sunflower12.jpg,sunflower11.jpg,1,2,5,0,11,11,11,353.84997341700364,,,,,,,,,,,,353.8391273750458,353.84997341700364,363.8439178330591,363.8387574580265,376.82675750006456,376.8383250000188,379.8367894999683,379.8225152080413,366.83873650000896,366.8428222499788,376.8383250000188,376.82673741702456,379.82253954198677,387.82231245806906,387.82232979196124,397.8104375830153,397.8104607500136,402.8106624169741,379.8367894999683,379.8367894999683,387.82604358298704,387.82604358298704,387.82604358298704,397.8220251670573,397.8267691669753,402.8216310830321,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
sunflower1.jpg,sunflower3.jpg,dog1.jpg,dog2.jpg,0,None,None,0,12,12,12,402.8216310830321,,,,,,,,,,,,402.81101079203654,402.82557758304756,412.8224738750141,412.8109019580297,425.81123195798136,425.82718124997336,428.8301649170462,428.8112097500125,415.82352112501394,415.82790862501133,425.8227182920091,425.8112124169711,428.8112297920743,428.81129195797257,428.8113072500564,428.8113332920475,428.8113449580269,428.81136858300306,,,,,,,,,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
sunflower2.jpg,sunflower12.jpg,dog2.jpg,dog12.jpg,0,None,None,0,13,13,13,428.8301649170462,,,,,,,,,,,,428.8116924579954,428.8301649170462,,438.82314774999395,451.81217658298556,451.82323087507393,454.82312641700264,454.80764416698366,441.823302792036,441.82781675003935,451.82323087507393,451.8121531250654,454.80766816705,454.80774016701616,454.8077584580751,454.8077886670362,454.8078024580609,454.80783079203684,,,,,,,,,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
sunflower3.jpg,sunflower7.jpg,dog3.jpg,dog9.jpg,0,None,None,0,14,14,14,454.82312641700264,,,,,,,,,,,,454.80822287499905,454.82312641700264,464.81392962497193,464.80808508303016,477.7961052079918,477.80722745798994,480.8069133750396,480.79163049999624,467.80791791703086,467.8124905830482,477.80722745798994,477.7960810420336,480.7916537920246,480.7917272920022,480.7917457500007,480.79177679202985,480.7917910000542,480.7918195830425,,,,,,,,,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
sunflower4.jpg,sunflower6.jpg,dog4.jpg,dog7.jpg,1,3,0,0,15,15,15,480.8069133750396,,,,,,,,,,,,480.7922271670541,480.8069133750396,490.7973330829991,490.7921223329613,503.78033954196144,503.79119083296973,506.79136595805176,506.77535491704475,493.7920407500351,493.7969086250523,503.79119083296973,503.78031570801977,506.77537625003606,514.7753486250294,514.7753622080199,524.763625832973,524.7636492920574,529.7633303330513,506.79136595805176,506.79136595805176,514.7789550829912,514.7789550829912,514.7789550829912,524.7749564580154,524.7797116250731,529.7802860420197,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
sunflower5.jpg,sunflower10.jpg,dog5.jpg,dog11.jpg,0,None,None,0,16,16,16,529.7802860420197,,,,,,,,,,,,529.7636778330198,529.7916771670571,539.78174033307,539.7763514170656,552.7766542499885,552.7816485830117,555.7906600419665,555.7767757499823,542.7764254580252,542.7813317920081,552.7816485830117,552.7766315420158,555.7767994579626,555.7768728750525,555.776892291964,555.7769256670726,555.776939708041,555.7769692080328,,,,,,,,,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
sunflower6.jpg,sunflower8.jpg,dog6.jpg,dog3.jpg,0,None,None,0,17,17,17,555.7906600419665,,,,,,,,,,,,555.7773730830522,555.7906600419665,565.7824488750193,565.7770291670458,578.7654051670106,578.7762184169842,581.7747194580734,581.760467083077,568.7768362499774,568.7810646670405,578.7762184169842,578.7653851669747,581.760499667027,581.7605742079904,581.7605932500446,581.7606246670475,581.7606387080159,581.760667250026,,,,,,,,,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
sunflower7.jpg,sunflower4.jpg,dog7.jpg,dog5.jpg,0,None,None,0,18,18,18,581.7747194580734,,,,,,,,,,,,581.7610638330225,581.7747194580734,591.7669952500146,591.761197875021,604.761152583058,604.7654564579716,607.7597229579696,607.7489899579668,594.7611690419726,594.7664140000707,604.7654564579716,604.7611351669766,607.7490080830175,607.7490647500381,607.7490802080138,607.7491049580276,607.7491166250547,607.749140375061,,,,,,,,,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
sunflower8.jpg,sunflower5.jpg,dog8.jpg,dog10.jpg,1,4,1,0,19,19,19,607.7597229579696,,,,,,,,,,,,607.7494719580282,607.7597229579696,617.7506549169775,617.745006583049,630.7331201250199,630.7439970830455,633.7403390000109,633.7284785830416,620.7447475000517,620.7495303750038,630.7439970830455,630.7330943329725,633.7285035420209,641.7333314169664,641.7333455829648,651.7291303330567,651.729157667025,656.7289807499619,633.7478276250185,633.7478276250185,641.744426124962,641.744426124962,641.744426124962,651.7326564580435,651.7444613330299,656.737210249994,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
sunflower9.jpg,sunflower2.jpg,dog9.jpg,dog8.jpg,0,None,None,0,20,20,20,656.737210249994,,,,,,,,,,,,656.7293307919754,656.7444055420347,666.733437124989,666.7297690419946,679.7295808329945,679.7452155000065,682.7396604169626,682.7295987079851,669.7291253330186,669.7449779170565,679.7329655829817,679.7295573750744,682.7296194579685,682.7297024580184,682.7297207920346,682.7297649170505,682.7297795420745,682.7298083750065,,,,,,,,,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
sunflower10.jpg,sunflower9.jpg,dog10.jpg,dog6.jpg,0,None,None,0,21,21,21,682.7396604169626,,,,,,,,,,,,682.7301989999833,682.7396604169626,692.7323717919644,692.7291175830178,705.7133958330378,705.7177466669818,708.7250618330436,708.7135242080549,695.7175433330704,695.7289202499669,705.7177466669818,705.713375958032,708.7135455419775,708.7136115420144,708.7136292080395,708.7136584579712,708.7136721670395,708.7136995000765,,,,,,,,,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
sunflower11.jpg,sunflower1.jpg,dog11.jpg,dog1.jpg,0,None,None,0,22,22,22,708.7250618330436,,,,,,,,,,,,708.7141027080361,708.7250618330436,718.7194282080745,718.7138972920366,731.713979082997,731.7189448330319,734.7181560420431,734.7026406250661,721.7139161250088,721.7191518329782,731.7189448330319,731.7139588750433,734.7026641670382,734.702737124986,734.7027561250143,734.7027871670434,734.7028012500377,734.7028299580561,,,,,,,,,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
sunflower12.jpg,sunflower11.jpg,dog12.jpg,dog4.jpg,1,5,2,0,23,23,23,734.7181560420431,,,,,,,,,,,,734.703228999977,734.7181560420431,744.7134395000758,744.7025401249994,757.6981551670469,757.7031687080162,760.7136125830002,760.6979187079705,747.6978392080637,747.7030080000404,757.7031687080162,757.6981310830452,760.6979360830737,768.6981189580401,768.6981366670225,778.6860234170454,778.6860457920702,783.6863932079868,760.7136125830002,760.7136125830002,768.702167917043,768.702167917043,768.702167917043,778.6974630829645,778.7019719580421,783.6974936670158,,,,,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.6864736250136,783.6974936670158,793.6843089170288,793.6821406249655,4,001,2025-03-05_14h28.37.417,fmri design,2024.1.5,None,2025-03-05 14h28.53.498356 -0500,
